geom_type,lon,lat,@id,addr:housenumber,addr:street,amenity,building,check_date,contact:phone,contact:website,emergency,healthcare,name,operator:type,@geometry,wikidata,wikipedia,healthcare:speciality,short_name,website,addr:city,height,start_date,surface,alt_name,operator,health_facility:type,level,opening_hours,source,fixme,addr:postcode,name:pcm,mobile,contact:facebook,description,email,payment:cash,payment:debit_cards,phone,facility_manager,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,facility_use,contact:instagram
Point,3.2387862,6.5284168,node/11925078332,,,hospital,,,,,,,Okerube Health Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2381793,6.5228606,node/11925078333,,,hospital,,,,,,,Ayodamola Health Careand Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2443987,6.495324,node/11925139252,,,hospital,,,,,,,Ojo Bala Ologunebi Trado And Maternity Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.247498,6.4983674,node/11925139253,,,hospital,,,,,,,Ijedodo Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3417106,6.5265321,node/11925914566,,,hospital,,,,,,,Divine Nursin Hme,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3411077,6.524273,node/11925914567,,,hospital,,,,,,,Good Hope Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3394776,6.5244768,node/11925914568,,,hospital,,,,,,,Salvation Hospital,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3427982,6.530542,node/11925925645,,,hospital,,,,,,,Femtab Hosp,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3443009,6.5289311,node/11925925646,,,hospital,,,,,,,Divine Nursing Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3442194,6.5284098,node/11925925647,,,hospital,,,,,,,Best Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3444853,6.5278279,node/11925925648,,,hospital,,,,,,,Hammed Conwale Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3463696,6.5275561,node/11925925649,,,hospital,,,,,,,Alafiatayo Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3489398,6.5271883,node/11925925650,,,hospital,,,,,,,Isolo Road Primary Health Care Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3511654,6.5276966,node/11925925651,,,hospital,,,,,,,Saltak Consualtant Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3548502,6.5255353,node/11925925652,,,hospital,,,,,,,Alhameed Conval Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3546945,6.5249265,node/11925925653,,,hospital,,,,,,,Health Center Mushin,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3533138,6.5253016,node/11925925654,,,hospital,,,,,,,Ogungbaiye Primary Health Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.349666,6.5249139,node/11925925655,,,hospital,,,,,,,Orisegun Med Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3516663,6.5208093,node/11925925656,,,hospital,,,,,,,Saint Kizito Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3457218,6.5217154,node/11925925657,,,hospital,,,,,,,Ajoke Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3443338,6.5214642,node/11925925658,,,hospital,,,,,,,Labake Maternity Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3449507,6.5211178,node/11925925659,,,hospital,,,,,,,Odus Health Center,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.344999,6.5208753,node/11925925660,,,hospital,,,,,,,Awesome Grace Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3452511,6.5208353,node/11925925661,,,hospital,,,,,,,Odus Specialist Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3596589,6.5157248,node/11925925662,,,hospital,,,,,,,St Claire Specialist Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3602279,6.5153217,node/11925925663,,,hospital,,,,,,,VNusamin Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3561402,6.5147048,node/11925925664,,,hospital,,,,,,,A Aand A Medical Diagostic Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3512633,6.5192031,node/11925925665,,,hospital,,,,,,,Aishat Specialist Hospital Limited,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3473741,6.5174233,node/11925925666,,,hospital,,,,,,,Ola Omoyenji Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.346552,6.5169846,node/11925925667,,,hospital,,,,,,,Dela Nursing Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3442801,6.5164769,node/11925925668,,,hospital,,,,,,,Betlem Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3441272,6.5162677,node/11925928169,,,hospital,,,,,,,Risaaj Hospital And Medicure,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3447448,6.5145596,node/11925928170,,,hospital,,,,,,,Alves Primary Health Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3428961,6.5150139,node/11925928171,,,hospital,,,,,,,Mount Camel Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3415738,6.514369,node/11925928172,,,hospital,,,,,,,Belan Consultant Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3391839,6.5240558,node/11925959169,,,hospital,,,,,,,Phonex Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3392731,6.5211465,node/11925959170,,,hospital,,,,,,,Mary Anne Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.337537,6.5201438,node/11925959171,,,hospital,,,,,,,Ilasa Health Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3391947,6.5180852,node/11925959172,,,hospital,,,,,,,Bethlem Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3335714,6.5120852,node/11925959173,,,hospital,,,,,,,Zephaniah Maternity Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3347318,6.5124986,node/11925959174,,,hospital,,,,,,,Dans Medical Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3372366,6.5099439,node/11925959175,,,hospital,,,,,,,Itireijesha Primary Health Care,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3352411,6.5080359,node/11925959176,,,hospital,,,,,,,Able God Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3294193,6.5090219,node/11925959177,,,hospital,,,,,,,St Femos Conual Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3291002,6.5085142,node/11925959178,,,hospital,,,,,,,Mountain Of Fire Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3317381,6.5041024,node/11925959179,,,hospital,,,,,,,Able God Hospital Maternity,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.329013,6.5033136,node/11925959180,,,hospital,,,,,,,Adetutu Clinic Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3278207,6.5018372,node/11925959181,,,hospital,,,,,,,Am Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3273024,6.4995393,node/11925959182,,,hospital,,,,,,,Bimtom Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.359904,6.5425148,node/11925999039,,,hospital,,,,,,,Crusaints Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.359617,6.5453501,node/11925999040,,,hospital,,,,,,,Iyalode Bisoye,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3611874,6.546773,node/11925999041,,,hospital,,,,,,,Nidus Aquilae,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.361343,6.5466145,node/11925999042,,,hospital,,,,,,,Grace Springs Med Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3616461,6.5485278,node/11925999043,,,hospital,,,,,,,Coker Primary Health Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.359448,6.5483386,node/11925999044,,,hospital,,,,,,,May Hospital Ilupeju,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3597913,6.5488155,node/11925999045,,,hospital,,,,,,,Mary Anne Med Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3603492,6.5506195,node/11925999046,,,hospital,,,,,,,Ufoma Specialist Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3603385,6.553618,node/11925999047,,,hospital,,,,,,,Sharon Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3640601,6.5572946,node/11925999048,,,hospital,,,,,,,Odonton Ville Dental Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3621597,6.5567563,node/11925999049,,,hospital,,,,,,,Rosanna Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.356165,6.5561301,node/11925999050,,,hospital,,,,,,,D2 Staff Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.354435,6.5546725,node/11925999051,,,hospital,,,,,,,Glasmithkline Company Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3466727,6.5530737,node/11925999052,,,hospital,,,,,,,Mecure Health Care,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3501414,6.5506968,node/11925999053,,,hospital,,,,,,,Federal Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3486508,6.5482866,node/11925999054,,,hospital,,,,,,,Federal Neuro Psychatric Hospital Oshodi,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3449507,6.5477523,node/11925999055,,,hospital,,,,,,,Ladipo,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.344256,6.5444854,node/11925999056,,,hospital,,,,,,,Goodhope Clinic and Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3555561,6.5272869,node/11926018050,,,hospital,,,,,,,Regina Mundi Catholic Hospital,,,,,,,,,,,,,mission/Reliiuos,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3624615,6.5414382,node/11926018051,,,hospital,,,,,,,Rally Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3666913,6.5405376,node/11926018052,,,hospital,,,,,,,Ultima Medical Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3567122,6.5289577,node/11926018053,,,hospital,,,,,,,Tolajide Health Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3640051,6.5392252,node/11926018054,,,hospital,,,,,,,Mojide Specialist Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3634472,6.5389614,node/11926018055,,,hospital,,,,,,,Fafty Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3637798,6.5388068,node/11926018056,,,hospital,,,,,,,Omo Medical Health Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3502775,6.5374078,node/11926018057,,,hospital,,,,,,,Fountain Of Grace Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3547944,6.5374718,node/11926018058,,,hospital,,,,,,,Fafolu Mga Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3548588,6.5390013,node/11926018059,,,hospital,,,,,,,Ebenezer Specialist Clinic and Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3534291,6.5367736,node/11926018060,,,hospital,,,,,,,Merit Medical Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3544578,6.5298238,node/11926018061,,,hospital,,,,,,,Olutoba Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3562991,6.5335679,node/11926018062,,,hospital,,,,,,,Heritage Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3553952,6.5346151,node/11926018063,,,hospital,,,,,,,Fafolu Clinic and Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3518936,6.5356144,node/11926018064,,,hospital,,,,,,,Calvaty Med Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3525172,6.5343546,node/11926018065,,,hospital,,,,,,,Divine Favour Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3527331,6.532827,node/11926018066,,,hospital,,,,,,,Merit Medical Centre Ojuwoyw,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3540541,6.5331068,node/11926018067,,,hospital,,,,,,,Ayatuga Health Care,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3552021,6.5331175,node/11926018068,,,hospital,,,,,,,Ayantuga Primary Health Centre,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3646367,6.5326059,node/11926103969,,,hospital,,,,,,,Kayode Health Center Onipanu,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3658692,6.5307818,node/11926103970,,,hospital,,,,,,,Legus Specialist Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3585763,6.5288085,node/11926103971,,,hospital,,,,,,,Redeemtion Medical Clinic,,,,,,,,,,,,,mission/Reliiuos,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3587185,6.5281423,node/11926103972,,,hospital,,,,,,,Continental Hospital And Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3657673,6.5271457,node/11926103973,,,hospital,,,,,,,Kajla Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.367095,6.520313,node/11926103974,,,hospital,,,,,,,Jag-Bon Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3648741,6.5211258,node/11926103975,,,hospital,,,,,,,Bm Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3455354,6.5381459,node/11926103976,,,hospital,,,,,,,Debof Clinicks Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3438456,6.5387948,node/11926103977,,,hospital,,,,,,,Oluwalase Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3498108,6.5365284,node/11926103978,,,hospital,,,,,,,Palm Avenue Primary Health Centre,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3506745,6.5363019,node/11926103979,,,hospital,,,,,,,New Bethsaida Hospital Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.347712,6.5326445,node/11926103980,,,hospital,,,,,,,Cedar Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3460906,6.5342301,node/11926103981,,,hospital,,,,,,,Mercy Maternity Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3465788,6.5340715,node/11926103982,,,hospital,,,,,,,Diamond Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3448541,6.534346,node/11926103983,,,hospital,,,,,,,Hillstar Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3447012,6.5340462,node/11926103984,,,hospital,,,,,,,Canvalescent And Health Care Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3476704,6.5313441,node/11926103985,,,hospital,,,,,,,Nature Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3460061,6.5319503,node/11926103986,,,hospital,,,,,,,John Vic Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3462515,6.5315253,node/11926103987,,,hospital,,,,,,,Mushin General Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3437088,6.531879,node/11926103988,,,hospital,,,,,,,Rembo Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3427352,6.5316625,node/11926103989,,,hospital,,,,,,,St Andrew Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3407323,6.5314473,node/11926103990,,,hospital,,,,,,hospital,Huse Of Peace Specialist Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3419614,6.532839,node/11926103991,,,hospital,,,,,,,Sentinel Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3396587,6.5365557,node/11926103992,,,hospital,,,,,,,Saint Claire Hospital Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3391719,6.5348776,node/11926103993,,,hospital,,,,,,,Oluwadamilare Maternity Home,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3197781,6.4918275,node/11942279497,,,hospital,,,,,,,The Lords Chosen Mission Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3156368,6.4628607,node/11942321671,,,hospital,,,,,,,Olutope Nursing Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3119246,6.4725005,node/11942321672,,,hospital,,,,,,,Clinic Healthcare,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3042669,6.4708335,node/11942321673,,,hospital,,,,,,,Panox Hospital and Neurological Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3073488,6.4702591,node/11942321674,,,hospital,,,,,,,Bogije Primary Health Center,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3060667,6.4699606,node/11942321675,,,hospital,,,,,,,Cherith Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3122425,6.4677126,node/11942321676,,,hospital,,,,,,,Zodiak Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3139665,6.4651954,node/11942321677,,,hospital,,,,,,,Amc Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3057864,6.4592374,node/11942321678,,,hospital,,,,,,,Hf Dental Eye Clinic,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3064985,6.4641826,node/11942321679,,,hospital,,,,,,,Deoyefemi Clinic Block 4 Jakande Estate Mile 2,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.311706,6.4631738,node/11942321680,,,hospital,,,,,,,Jes And Jes Mosque Road Jakande Estate,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3041798,6.4592507,node/11942321681,,,hospital,,,,,,,Jeokem Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3000143,6.4585418,node/11942321682,,,hospital,,,,,,,Safehands Medical Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3033389,6.457457,node/11942321683,,,hospital,,,,,,,Blessed Assurance Maternity Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3063564,6.456239,node/11942321684,,,hospital,,,,,,,Adetunji Memorial Hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2957228,6.4701539,node/11942350426,,,hospital,,,,,,hospital,Levan Hospital First Avenue G Close Festac Town,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.289445,6.4756533,node/11942350427,,,hospital,,,,,,,Emel Specialist Hospital Festac Town,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2929105,6.4700939,node/11942350428,,,hospital,,,,,,hospital,Pentecost Medical Center 112 Festac Town,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2889321,6.468101,node/11942350429,,,hospital,,,,,,,Praise Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2864825,6.4683895,node/11942350430,,,hospital,,,,,,,Faith Care Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2859307,6.4677386,node/11942350431,,,hospital,,,,,,,Zodiac Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2850033,6.4671383,node/11942350432,,,hospital,,,,,,,Holy Rosary Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2859253,6.4666852,node/11942350433,,,hospital,,,,,,,Godspower Specialist Clinic Hospital And Matanity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2957791,6.4683509,node/11942350434,,,hospital,,,,,,hospital,Neb's Clinic and Health Care Service,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2984921,6.4649528,node/11942350435,,,hospital,,,,,,hospital,Sheperd Specialist Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2873248,6.4652274,node/11942350436,,,hospital,,,,,,,St Clements Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2935488,6.4657777,node/11942350437,,,hospital,,,,,,hospital,Royal Oak Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2952514,6.4646537,node/11942350438,,,hospital,,,,,,hospital,Lasapienza Hospital and Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2955042,6.4633351,node/11942350439,,,hospital,,,,,,hospital,St Judes Hospital Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2951535,6.4589649,node/11942350440,,,hospital,,,,,,,Fravyn Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2959856,6.4589769,node/11942350441,,,hospital,,,,,,,Common Sight Ltd,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2941228,6.4577236,node/11942350442,,,hospital,,,,,,,Makal Medical Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2929346,6.4583206,node/11942350443,,,hospital,,,,,,,Macfin Medical Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2912824,6.4590935,node/11942350444,,,hospital,,,,,,hospital,Agboju Primary Health Care Centre,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.286736,6.4581567,node/11942350445,,,hospital,,,,,,,Golden Care Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2968748,6.4567894,node/11942350446,,,hospital,,,,,,,Far East Maternity Center,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2927126,6.455682,node/11942350447,,,hospital,,,,,,,St Grace Nursing and Convascent Home,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2916337,6.4522586,node/11942350448,,,hospital,,,,,,,Eromon Specialist Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2741618,6.4708521,node/11942424908,,,hospital,,,,,,,Pathcare Laboratories,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.27408,6.4706469,node/11942424909,,,hospital,,,,,,,Linopmedical Laboratory Services,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2782991,6.4701285,node/11942424910,,,hospital,,,,,,,Renue Clinic,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2780966,6.4690358,node/11942424911,,,hospital,,,,,,,Primecare Hospital Festac,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2714729,6.4645584,node/11942424912,,,hospital,,,,,,,De Marvel Hospitalsabo Crown Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2837695,6.4694543,node/11942424913,,,hospital,,,,,,,Festac Primary Health Centre,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2833041,6.4681337,node/11942424914,,,hospital,,,,,,,Golden Cross Hospital Festac,,,,,,,,,,,,,mission/religious,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2830212,6.4683802,node/11942424915,,,hospital,,,,,,,Holy Family Catholic Church Medical Centre Festac,,,,,,,,,,,,,mission/religious,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2840994,6.4675061,node/11942424916,,,hospital,,,,,,,The Hosanna Hospital,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.283866,6.4632738,node/11942424917,,,hospital,,,,,,,Bethesda Family Clinic And Maternity,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2841249,6.4626635,node/11942424918,,,hospital,,,,,,,Firstline Hospital Festac,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,
