geom_type,lon,lat,@id,bench,bin,bus,covered,highway,lit,local_ref,name,public_transport,ref,tactile_paving,wheelchair,addr:country,operator,shelter,network,check_date,check_date:bench,check_date:bin,check_date:shelter,check_date:tactile_paving,departures_board,mapillary,ref:signed,note,transportation,pole,phone,alt_name,bus_stop:category,was:highway,survey:date,fixme,amenity,facility_manager,source:position,status,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,name:signed,name:en
Point,-8.6658499,37.1325368,node/5752390442,no,no,yes,,bus_stop,,,,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6571081,37.1490284,node/5752390450,no,yes,yes,,bus_stop,yes,,Largo da Esperança,platform,,no,,,ONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6391889,37.1576973,node/5752390454,yes,,,,bus_stop,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6394426,37.1578416,node/5752390469,no,,,,bus_stop,,,,,,,,,,no,,,,,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6558977,37.1493493,node/5752390474,yes,,yes,,bus_stop,,,Largo da Liberdade,platform,,,,,,yes,,,,,2025-02-08,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6621831,37.1430455,node/5752390479,yes,no,yes,,bus_stop,yes,,Vale da Igreja,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6693885,37.1296289,node/5752390483,yes,no,yes,,bus_stop,yes,,Chinicato - EN125,platform,,no,,,municipal,yes,onda,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6619986,37.1430099,node/5752390487,no,no,yes,,bus_stop,,,Vale da Igreja,platform,,no,,,,no,,2025-02-08,,2025-02-08,,2025-02-08,,2893026817623148,,,,yes,,,,,,,,,,,,,,,,,,
Point,-8.643624,37.1556995,node/5752390496,no,,,,bus_stop,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6436752,37.1557548,node/5752390515,no,,,,bus_stop,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6635184,37.1361303,node/5752390624,yes,,yes,,bus_stop,,,Torre (poente),platform,Torre (poente) 3 onda rosa,,,,municipal,yes,onda,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6711376,37.1274118,node/5752390629,no,no,yes,,bus_stop,no,,Marateca - EN125,platform,,no,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
Point,-8.6598035,37.14677,node/5752390634,no,no,yes,,bus_stop,yes,,Urb. Varandas de S. Francisco,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.413552,6.4307513,node/5777682132,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4149086,6.4305573,node/5777682133,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4166975,6.4307087,node/5777682134,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4170102,6.4304685,node/5777682135,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4210443,6.4294355,node/5777682136,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4210455,6.4296418,node/5777682137,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4226782,6.4293286,node/5777682138,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4229542,6.4291074,node/5777682139,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4927082,6.6245943,node/6291068267,,,yes,,bus_stop,,,Aruna Bus Stop,stop_position,,,,,Primero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4917301,6.6247402,node/6291068268,,,yes,,bus_stop,,,Aruna Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4878266,6.6253321,node/6291068704,,,yes,,bus_stop,,,Agric Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4863272,6.6255612,node/6291068705,,,yes,,bus_stop,,,Agric Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4840018,6.6253867,node/6291068706,,,yes,,bus_stop,,,Agric,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4731978,6.6195958,node/6291069012,,,yes,,bus_stop,,,Majidun Ogolonto Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4722322,6.6196784,node/6291069013,,,yes,,bus_stop,,,Majidun Ogolonto Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4629496,6.6189812,node/6291069035,,,yes,,bus_stop,,,Majidun Awori Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4620357,6.6187297,node/6291069036,,,yes,,bus_stop,,,Majidun Awori Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4220803,6.6098363,node/6291069267,,,yes,,bus_stop,,,Irawo Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4212542,6.6102786,node/6291069371,,,yes,,bus_stop,,,Irawo Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4155384,6.6120477,node/6291069506,,,yes,,bus_stop,,,Idera Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4145755,6.6118878,node/6291069507,,,yes,,bus_stop,,,Idera Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4092298,6.608584,node/6291069508,,,yes,,bus_stop,,,Onirin Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4086183,6.6078646,node/6291069559,,,yes,,bus_stop,,,Onirin Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4019369,6.6044942,node/6291069586,,,yes,,bus_stop,,,Mile 12 Bus Stop,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3856605,6.5968718,node/6291361173,,,yes,,bus_stop,,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3787519,6.587407,node/6291361174,,,yes,,bus_stop,,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.378481,6.5873857,node/6291361179,,,yes,,bus_stop,,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.385338,6.596762,node/6291362221,,,yes,,bus_stop,,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6828333,37.0875727,node/6303260826,,yes,yes,,bus_stop,,,Porto de Mós/Casa Velha,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
Point,-8.687499,37.0860318,node/6312219062,yes,yes,yes,,bus_stop,,,Praia Porto de Mós,platform,,no,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,1014017099005367,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6719928,37.1032986,node/6332794587,yes,yes,yes,,bus_stop,yes,,Portas de Portugal / CTT,platform,,no,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,,,,
Point,-8.6699108,37.1008535,node/6332794588,yes,no,yes,,bus_stop,,,Praça do Infante,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6705064,37.1011957,node/6332794590,no,no,yes,,bus_stop,,,Praça do Infante,platform,,no,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.676155,37.1128181,node/6332794595,yes,yes,yes,,bus_stop,yes,,Sitio da Ponte,platform,,no,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6817799,37.0889798,node/6332794598,,,yes,,bus_stop,,,R. Dr. Nataniel Costa,platform,,,,,ONDA,,Transportes Urbanos de Lagos,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
Point,-8.681596,37.0889724,node/6332794599,yes,yes,yes,,bus_stop,,,R. Dr. Nataniel Costa,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6471799,37.1187497,node/6332794600,,,yes,,bus_stop,,,Forte da Meia Praia,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6786996,37.0925254,node/6332794601,,,yes,,bus_stop,,,Torraltinha,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6788747,37.0925775,node/6332794602,yes,,yes,,bus_stop,,,Torraltinha,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6697973,37.0915104,node/6332794603,yes,,yes,,bus_stop,,,Praia de Dona Ana,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6713435,37.1111178,node/6332794604,yes,yes,yes,,bus_stop,,,Esc. EB 2/3 das Naus,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6598716,37.112739,node/6332794606,,,yes,,bus_stop,,,Bairro 1º de Maio,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
Point,-8.7510432,37.0848893,node/6349491769,yes,no,yes,,bus_stop,,,Montinhos da Luz,platform,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6800311,37.1112224,node/6354128897,yes,yes,yes,,bus_stop,yes,,Complexo Desportivo,platform,,yes,,,,yes,,,,,2025-02-08,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6723131,37.1033009,node/6354128898,yes,,yes,,bus_stop,,,Portas de Portugal / CTT,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6783298,37.1017852,node/6354128899,no,,yes,,bus_stop,,,Quiosque do Ambiente,platform,,,,,,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
Point,-8.6741057,37.0971321,node/6354128900,yes,yes,yes,,bus_stop,,,Parque da Cidade,platform,,no,,,,yes,,,,,2025-07-18,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6802469,37.0937148,node/6413837086,yes,,yes,,bus_stop,,,Escola da Ameijeira - R. Fernando Pessoa,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3456776,6.5706693,node/6518697909,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3436566,6.5756883,node/6518697911,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3420418,6.5796001,node/6518697912,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3389332,6.5873149,node/6518697915,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3867844,6.5980531,node/6871106617,,,yes,,bus_stop,,,BRT Ketu,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3645471,6.6179855,node/6871106823,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3648517,6.6180415,node/6871106824,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.36537,6.6168984,node/6871106873,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3657733,6.6170184,node/6871106874,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3828594,6.4712722,node/6887250412,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3827562,6.4704852,node/6887250417,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3639822,6.5058662,node/6919151216,,,yes,,bus_stop,,,,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3637306,6.5059957,node/6919151222,,,yes,,bus_stop,,,,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3671172,6.5584274,node/6967079690,,,yes,,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3669627,6.5589729,node/6967079715,,,yes,,bus_stop,,,Anthony Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,BRT,,,,,,,,,,,,,,,
Point,3.3667482,6.5570516,node/6967079716,,,yes,,bus_stop,,,Anthony Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,BRT,,,,,,,,,,,,,,,
Point,3.36981,6.5750088,node/6967418559,,,yes,,bus_stop,,,Maryland Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,BRT,,,,,,,,,,,,,,,
Point,3.3689705,6.5742742,node/6967418560,,,yes,,bus_stop,,,Maryland Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,BRT,,,,,,,,,,,,,,,
Point,3.3606852,6.6180254,node/6992641421,,,yes,,bus_stop,,,Barracks,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2958755,6.6112012,node/6997535241,,,yes,,bus_stop,,,Alimosho,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2959545,6.6116652,node/6997535242,,,yes,,bus_stop,,,Alimosho,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7270422,37.0911573,node/7101335385,yes,no,yes,,bus_stop,,,Rua Direita - Praia da Luz,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7413915,37.0862446,node/7101360785,yes,no,yes,,bus_stop,,,Luz Parque (Norte),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7413574,37.0860827,node/7101360786,yes,no,yes,,bus_stop,,,Luz Parque (Sul),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6939552,37.1221301,node/7123177742,yes,no,yes,,bus_stop,yes,,Portelas,platform,,no,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
Point,3.4992762,6.6224962,node/7263913870,,,yes,,bus_stop,,,Benson,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3009008,6.6006251,node/7377223107,,,yes,,bus_stop,,,Vulcanizer Bus Stop,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3625245,6.5239425,node/7443645135,,,yes,,bus_stop,,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3621141,6.523804,node/7443645136,,,yes,,bus_stop,,,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6690879,37.1309277,node/8110480604,,,yes,,bus_stop,,,Rua da Alfarrobeira / Escola,platform,,,,,municipal,no,onda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6524667,37.1504065,node/8151728875,,,yes,,bus_stop,,,Odiáxere - Escola 1° Ciclo (Sul),platform,Odiáxere - Esc. 1o Ciclo (sul) 3 onda rosa,,,,municipal,yes,onda,,,,,,,,,,,,,Odiáxere - Esc. 1° Ciclo (Sul),,,,,,,,,,,,,,,,
Point,-8.6734875,37.1303493,node/8152172290,,,yes,,bus_stop,,,Chinicato - Urb. Municipal,platform,Chinicato - Urb. Municipal 3 onda rosa,,,,municipal,,onda,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6730744,37.119308,node/8162289370,no,no,yes,,bus_stop,yes,,Telheiro - EN125 (nascente),platform,Telheiro - EN125 (nascente) rosa 3,no,,,municipal,no,onda,,,,2025-02-08,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3345357,6.5986825,node/9127712617,,,yes,,bus_stop,,,Ikeja Along,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7272315,37.0916393,node/9225526232,,,yes,,bus_stop,,,Rua José Ribeiro Lopes,platform,1,,,,AONDA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7302937,37.0860481,node/9225563048,yes,yes,yes,,bus_stop,,,Igreja Senhora da Luz,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6770165,37.0927021,node/9579079731,no,no,yes,,bus_stop,,,Rua Lazaro Corte,platform,,no,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.676958,37.0923619,node/9579079737,no,no,yes,,bus_stop,,,Rua Lazaro Corte,platform,,no,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6726471,37.0913839,node/9579079744,no,no,yes,,bus_stop,no,,Estrada da Ponta da Piedade,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6766884,37.1044494,node/9581146470,,,yes,,bus_stop,,,Rua do Cemitério,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6785989,37.1032378,node/9581146474,,,yes,,bus_stop,,,R. Sto. Amaro,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6758977,37.1077692,node/9587080424,no,no,yes,,bus_stop,,5,"Terminal Rodoviário - ONDA Linhas 1, 2",platform,5,no,limited,,ONDA,no,,,,,,,,,,,,,,,,bus_stop,,,,,,,,,,,,,,
Point,-8.6763445,37.1072125,node/9587080427,yes,yes,yes,yes,bus_stop,yes,3,Terminal Rodoviário,platform,3,no,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6763785,37.1072737,node/9587080429,yes,yes,yes,yes,bus_stop,yes,1,Terminal Rodoviário,platform,,no,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6761425,37.0913185,node/9831378250,,,yes,,bus_stop,,,Estrada Porto Do Mos,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6762954,37.0913297,node/9831378251,,,yes,,bus_stop,,,Estrada Porto Do Mos,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6972197,37.1305864,node/11271525149,no,,yes,,bus_stop,,,Jardim,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6951698,37.1251272,node/11271526190,no,no,yes,,bus_stop,yes,,Quinta do Paúl,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7343876,37.1523527,node/11271711825,no,,yes,,bus_stop,,,Barrada do Poço,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7255785,37.1396112,node/11271758599,yes,no,yes,,bus_stop,,,Colégio,platform,,,,,Onda,yes,7,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7260661,37.1447173,node/11271768997,no,,yes,,bus_stop,,,Monte das Figueiras de Cima,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7237914,37.1423153,node/11271782598,,,yes,,bus_stop,,,Viaduto,platform,,,,,Onda,no,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7219129,37.1265467,node/11271841925,no,no,yes,,bus_stop,,,Monte Judeo,platform,,,,,Onda,no,7,,,,,,timetable,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7226169,37.126669,node/11271841927,yes,no,yes,,bus_stop,,,Monte Judeo,platform,,,,,Onda,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.672429,37.0926068,node/11283487521,,,yes,,bus_stop,,,Estrada da Ponta da Piedade,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6765269,37.1093865,node/11283508944,yes,yes,yes,,bus_stop,,,Rotunda Dom João II,platform,,no,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6749988,37.1071496,node/11283508945,no,no,yes,,bus_stop,yes,,Avenida dos Descobrimentos - Marina,platform,,no,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,
Point,-8.6720249,37.0948497,node/11283525671,yes,no,yes,,bus_stop,,,Rossio da Trindade (Nascente),platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6819947,37.0911808,node/11283526413,,,yes,,bus_stop,,,R. Santa Casa da Misericórdia,platform,,,,,ONDA,,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6819385,37.091103,node/11283526414,,,yes,,bus_stop,,,R. Santa Casa da Misericórdia,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6605758,37.1121885,node/11283980894,,,yes,,bus_stop,,,Bairro 1º de Maio,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6514982,37.1171702,node/11284031628,yes,,yes,,bus_stop,,,Hotéis,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6827189,37.0876568,node/11297942237,,,yes,,bus_stop,,,Porto de Mós/Casa Velha,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,1163866560728076,,,,,,,,,2018-04-30,,,,,,,,,,,,,
Point,-8.6731086,37.092213,node/11297942238,,,yes,,bus_stop,,,Rua Dr. Luís de Albuquerque,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6730563,37.092305,node/11297942239,,,yes,,bus_stop,,,Rua Dr. Luís de Albuquerque,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6723945,37.0925195,node/11297942240,no,,yes,,bus_stop,,,Estrada da Ponta da Piedade,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6750793,37.0936689,node/11297942241,yes,yes,yes,,bus_stop,,,Torraltinha / Lar Jóse Filipe Fialho,platform,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6739441,37.095504,node/11297942242,yes,yes,yes,,bus_stop,,,Rotunda do Pêndulo,platform,,no,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6763514,37.1094378,node/11297942243,yes,yes,yes,,bus_stop,yes,,Rotunda Dom João II,platform,,no,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6728337,37.1103806,node/11297942244,,,yes,,bus_stop,,,Hotel Marina,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6678709,37.1105415,node/11297942245,no,no,yes,,bus_stop,,,Jardim das Dunas,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6678837,37.1104544,node/11297942246,no,no,yes,,bus_stop,,,Jardim das Dunas,platform,,no,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6619231,37.1115116,node/11297942247,,,yes,,bus_stop,,,Vila Galé,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,"Verify position, unclear where the bus will stop.",,,,,,,,,,,,
Point,-8.6628109,37.1114174,node/11297942248,,,yes,,bus_stop,,,Vila Galé,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6552773,37.1152659,node/11297942249,yes,,yes,,bus_stop,,,Urbanização Baía de Cristal,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6553349,37.1153204,node/11297942250,yes,,yes,,bus_stop,,,Urbanização Baía de Cristal,platform,,,,,ONDA,yes,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6515456,37.1172662,node/11297942251,yes,,yes,,bus_stop,,,Hotéis,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.648969,37.1184575,node/11297942252,,,yes,,bus_stop,,,Esc. 1° Ciclo Meia Praia,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6489613,37.1183666,node/11297942253,,,yes,,bus_stop,,,Esc. 1° Ciclo Meia Praia,platform,,,,,ONDA,no,Transportes Urbanos de Lagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6802017,37.1111228,node/11298545568,no,,yes,,bus_stop,,,Complexo Desportivo,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6825024,37.1131682,node/11298552969,no,no,yes,,bus_stop,yes,,S. João,platform,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6865002,37.1147338,node/11298552970,no,,yes,,bus_stop,,,Curvas do Garrocho,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6862709,37.1156963,node/11298552971,no,,yes,,bus_stop,,,Curvas do Garrocho,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6904068,37.1174651,node/11298552972,no,,yes,,bus_stop,,,ETAR,platform,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
