geom_type,lon,lat,@id,building,check_date,name,stars,tourism,@geometry,addr:housename,addr:city,addr:postcode,addr:street,contact:phone,contact:website,landuse,air_conditioning,bar,brand,brand:wikidata,contact:facebook,contact:instagram,description,email,image,internet_access,internet_access:fee,opening_hours,operator,payment:credit_cards,payment:debit_cards,phone,reservation,rooms,smoking,source,website,wheelchair,wikidata,addr:housenumber,height,check_date:internet_access,breakfast,swimming_pool,building:part,alt_name,name:en,name:zh,brand:wikipedia,start_date,wikipedia,access,leisure,amenity,park_ride,parking,supervised,surface,addr:country,building:levels,addr:state,payment:american_express,payment:cash,payment:cheque,payment:mastercard,payment:visa,contact:email,contact:fax,contact:mobile,layer,payment:diners_club,payment:discover_card,payment:maestro,payment:visa_electron,note,addr:place,name:nl,name:pt,internet_access:ssid,facility_manager,source:position,status,facility_use,users_PLWD,users_boy,users_elderly,users_female,users_girl,users_men,accommodation
Point,-8.6965479,37.0956416,node/752069534,,,Atalaia Sol,,hotel,,,Lagos,8600-281,Estrada da Atalaia,+351282782260,http://www.atalaiasol.com/,,,,,,,,,,,wlan,,09:30-18:00,,,,,,,,,,,,lote n 1,,,,,,,,,,,,,,,,,,,,,,,,,,,atalaiasol.lagos@gmail.com,+351282788780,+351911501411,,,,,,,,,,,,,,,,,,,,,
Point,-8.6763185,37.1057626,node/769313739,,2026-04-13,nh Lagos Algarve,,hotel,,,,,Rua António Crisógono dos Santos,,,,,,,,,,,,,,,,Tivoli,,,,,,,,,,,,,,,,,Tivoli Lagos Algarve Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5910092,6.6071729,way/776523033,,,Abvic Executive Hotel,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4693732,6.4473166,way/793732387,,,Parktonian Hotel,,hotel,center,,Lagos,,Kayode Animashaun Street,,,commercial,,,,,,,,,,,,,,,,,,,,,https://parktonianhotels.com/lekki/,,,2,,,,,,Parktonian Hotel Lekki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4926037,6.4351197,way/796421501,,,Parktonian Hotel Ikate,,hotel,center,,Lagos,,Lekki-Epe Expressway,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4928498,6.4351567,way/796421517,,,Sabitex Hotel Lekki,,hotel,center,,Lagos,,Lekki-Epe Expressway,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6732679,37.1034697,node/851554094,,2026-05-03,Lagosmar,2,hotel,,,Lagos,,Rua Doutor Faria e Silva,,,,yes,,,,,,,,,wlan,no,,,,,+351 282 763 523,,,,,https://lagosmar.com/,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6649049,37.1578424,node/909216639,,,Quinta das Barradas,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4421617,6.4639035,way/922935426,yes,,Parkview Astoria,4,hotel,center,,Lagos,101233,Prince Tayo Adesanya Street,,,,yes,yes,,,,,,info@parkviewastoriahotels.com,,wlan,customers,,,,,+2348164969009,,,,,https://parkviewastoriahotels.com/,,,18/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3847106,6.5413325,way/928316788,yes,,Obalenaro hotel,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Point,-8.6772735,37.0856902,way/987876822,hotel,,Cascade Wellness Resort,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4245808,6.445675,way/1042362236,yes,,Villa Angelia,4,hotel,center,,Lagos,101233,Okunola Martins Close,,,,yes,yes,,,,,,booking@villaangeliahotels.com,,wlan,,,,,,+233302790448,,,,,https://villaangeliahotels.com/,,,2/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4906726,6.4414994,way/1124312444,yes,,Hotel Madiba,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4293046,6.4304604,way/1313780616,yes,,Park Inn by Radisson Serviced Apartments Lagos Victoria Island,,hotel,center,,,,,,,,,,Radisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6864924,37.088268,node/1370111709,,,Villa Mar Azul,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3533647,6.5841091,way/1442292737,yes,,Hyatt Regency Lagos Ikeja,5,hotel,center,,Lagos,,Ladoke Akintola Street,,,,yes,yes,Hyatt,,,,5-star hotel in Lagos.,,,yes,customers,24/7,Hyatt hotels Corporation,yes,yes,+234 201 700 1234,yes,142,,,https://www.hyatt.com/hyatt-regency/en-US/losrl-hyatt-regency-lagos-ikeja,,Q136504463,17,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,
Point,-99.5195842,27.4497455,way/1442420119,yes,,,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Point,3.357183,6.5927608,way/1521332940,yes,,,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3574893,6.5928475,way/1521332941,yes,,,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4210881,6.4234275,way/1530842307,yes,,VirginRose Resorts,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q109289655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4107649,6.4268284,way/1530842309,,,Manuela Residence,,hotel,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q112011652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4224033,6.4273988,way/1530941549,,,Chesney Hotel,,hotel,center,,Lagos,106104,Saka Tinubu Street,,,,,,,,,,,,,,,,,,,,,,,,,,Q112011649,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6701476,37.0930693,node/1904362627,,,IBERLAGOS,,hotel,,,,,Rua Professor Correia Abreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6867577,37.089238,node/2405817731,,,Vila Mos,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7725201,37.07279,node/2558962994,,,Hotel Praia do Burgau,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotel Burgau Turismo de Natureza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6719073,37.0898034,node/2923640624,,,Villas D. Dinis,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7272447,37.0908418,node/2937040813,,,Luz Serviços,,hotel,,,Luz,8600-160,Rua Direita,,,,,,,,,,,,,,,,,,,+351 282788522,,,,,https://www.luzholidays.com/,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self Catering Vacation Rental and Property Management,,,,,,,,,,,,,,,
Point,3.3030774,6.4653626,node/2987173862,,,Golden Tulip,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Tulip Festac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3051173,6.4838242,node/2987186862,,,EUC Demordern Hotel & Suites,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2950581,6.4661583,node/2987186864,,,Chelsea Suit,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3033226,6.4811452,node/2991754021,,,Cosmila Hotel & Suites,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2921088,6.4763575,node/2991767888,,,Benny Hotel,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3181813,6.4722717,node/3011773362,,,Vila Park,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6732498,37.0891522,node/3057461330,,,Costa d'Oiro Ambiance Village,,hotel,,Costa D´Oiro Ambiance Village,,8600-544,Rua da Costa D'Oiro,,,,,,,,,,,info@sonelhotels.com,,wlan,no,,,,,,,,,,https://www.sonelhotels.com/de/index.php,yes,,,,,,,,,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,Lagos,,,,,,,,,,,,,,
Point,-8.7254813,37.0900715,node/3202396809,,,Baia da Luz,,hotel,,,Lagos,8600-160,Rua Alfredo Nascimento Batista,,,,,,,,,,,,,wlan,,,,,,+351 282 790 882,,,,,https://www.baiadaluz.com/,,,Lt 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6723852,37.1011551,node/4238855897,,,Cidade Velha,,hotel,,,,,Rua Doutor Joaquim Tello,,,,,,,,,,,,,,,,,,,+351 282 762041,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6745036,37.0950656,node/4262823191,,,Montemar,3,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6786501,37.0916298,node/4369769334,,,Vila Branca Apartments,,hotel,,,,,,,,,,,,,,,,,,,,,MyTours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7702994,37.0930551,node/4377148223,,,Casa Brybeg,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casa Brybeg,Casa Brybeg,,,,,,,,,,,,
Point,3.3601255,6.4395095,node/4394496092,,,Carliza,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4368574,6.4269148,node/4579125791,,,Signature suites,,hotel,,,,23401,Young Bashorun Street,,,,,,,,,,,,,wlan,,24/7,mrs kash,,,01 454 1407,,,,,,,,23,,,,,,,Signature suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.9470229,6.5880209,node/4701822802,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.420588,6.4309878,node/4755897331,,,B.B.Q. 'R' US Hotel (aka Moonways Hotel Ltd.),,hotel,,,,,Akin-Olugbade Street,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,6,,,,,,,B.B.Q. 'R' US Hotel (aka Moonways Hotel Ltd.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3279946,6.5157556,node/4917613299,,,Emota Hotel,,hotel,,,,,Mabinuori Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3251125,6.553904,node/5206471428,,,West view hotel,,hotel,,,,100263,Stella Osholanke street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3251595,6.5539262,node/5206471623,,,West view hotel,,hotel,,,,100263,Stella Osholanke street,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2779087,6.5446364,node/5665683282,,,Five Star,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3288811,6.5517342,node/5665683330,,,Ibis Royale,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3257688,6.5459064,node/5665683331,,,Feligold,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-99.5195514,27.4495095,node/5745169005,,,Real Inn Hotel,,hotel,,,,,,,,,,,,,,,,,,,,,,,,+52 867 711 0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4352505,6.4324851,node/6294975385,,,Caravel Suites,,hotel,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3324411,6.5681149,node/6400283759,,,Ehi Guest House,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6822529,37.0851395,node/6419620226,,,Boutique Hotel Vivenda Miranda,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3156485,6.4712371,node/6641717465,,,De Santiago Milan Hotel & Suites,,hotel,,,,,,,,,,,,,https://www.facebook.com/DeSantiagoMilanHotelAndSuites/,,,info@desantiagomilanhotel.com,,,,,,,,"+234 814 369 0381, +234 813 940 7462, +234 818 397 1577",,,,,https://desantiagomilanhotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3608795,6.4480362,node/6848253286,,,Rockview,,hotel,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3445304,6.6202264,node/6992566379,,,Glonik Hotels,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.2705806,6.5457512,node/8111902147,,,Nik Chuks Lodge,,hotel,,,Egbe,100263,Nik Chuks Street,,,,,,Lodging & Accomodation,,,,A single floor Unit with Twin Shops as a frontal display.,,,wlan,yes,,,,,,,11,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nik Chuks Lodge Wifi,,,,,,,,,,,
Point,3.6253604,6.4732944,node/8813109568,,,The Patron Hôtel,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.6111436,6.4276485,node/8813127787,,,Barracuda Garden,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4478166,6.4236201,node/9125922843,,,Landmark Towers,,hotel,,,,,,,,,,,,,,,"Hotel, Office and Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6730196,37.0988025,node/9233181617,,2026-04-15,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Center Lagos Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4569646,6.4481194,node/9703726801,,,Hotel Seanbels,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4375262,6.4270855,node/10215220421,,,Divine Fountain Hotel VI,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3529185,6.6024309,node/10215240522,,,Citilane Royal Hotel,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,2.8883892,6.4156997,node/10215240523,,,Hotel Hunwaji,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6721754,37.1020691,node/10699579067,,2026-05-12,Mar Azul,,hotel,,,,,Rua 25 de Abril 1974,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,2.8850847,6.415818,node/10759790605,,,Kappo Hotel,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.430344,6.4282745,node/11055746805,,,Eco Gardens,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3576827,6.5834674,node/11085414005,,,Radisson ikeja,,hotel,,,,,,,,,,,Radisson,Q1751979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6715803,37.1002505,node/11249527438,,2026-04-08,The Salty Lodge,,hotel,,,,8600-623,Rua Silva Lopes,,,,,,,,,,,,,,,,,,,+351 928 024 920,,,,,https://www.saltylodge.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6597606,37.113344,node/11265020854,,2023-10-15,Dom Pedro,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6752732,37.1030117,node/11375079247,,2026-04-07,Casa Mãe,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6703898,37.0984824,node/11386282369,,2026-04-07,Casa Paula Apartments,,hotel,,,,,Rua Miguel Bombarda,,,,,,,,,,,,,,,,,,,,,,,,https://www.hoteisdirect.com/casa-paula-apartments/,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3038188,6.6237919,node/11408650551,,2023-12-11,Goldlux Hotel,2,hotel,,,,,,,,,,,,,,,,,,no,customers,,,,,,,,,local knowledge,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.4455867,6.457807,node/11993373489,,,Sun Heaven Hotel Ikoyi,,hotel,,,Ikoyi,101233,Onikoyi Lane,,,,yes,,Sun Heaven Hotels & Resort,,,,,info.ikoyi@sun-heavens.com,,wlan,no,,,,,+2349035628306,,72,,,https://www.sun-heavens.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6532971,37.1165898,node/12135260542,,,Vila Palmeira,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.427575,6.608955,node/12281519657,,,Edaneh hotel and lodge events center,,hotel,,,,,,,,,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual,gps,functional,,,,,,,,
Point,3.414418,6.609014,node/12281519658,,,E74 hotel garden and suites,,hotel,,,,,,,,,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual,gps,functional,,,,,,,,
Point,3.421345,6.606808,node/12281519659,,,Dehinbo hotel and suites,,hotel,,,,,,,,,,,,,,,,,,,,,private/individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual,gps,functional,,,,,,,,
Point,3.2373164,6.526959,node/12287951313,,,Desakin,,hotel,,,,,,,,,,,,,,,,,,,,,private/ individual,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,functional,fun and relaxation,yes,yes,yes,yes,yes,yes,
Point,3.2380968,6.5284094,node/12287951314,,,Hotel under construction,,hotel,,,,,,,,,,,,,,,,,,,,,private/ individual,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-functional,still under construction,no,yes,no,yes,yes,yes,
Point,3.2363592,6.5244875,node/12287951315,,,Cleanheart Hotel,,hotel,,,,,,,,,,,,,,,,,,,,,private/ individual,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,functional,hotel purposes,no,yes,yes,yes,yes,yes,
Point,3.2342553,6.526174,node/12287951316,,,Angel Hotel Phase 2,,hotel,,,,,,,,,,,,,,,,,,,,,private/ individual,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,functional,lodging and accomodations,yes,yes,yes,yes,yes,yes,
Point,3.3578333,6.5999393,node/12357956574,,,Work and Play place,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7377862,37.1555216,node/12568792822,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.5130915,6.4398216,node/12785621435,,,Mayhill Hotel,,hotel,,,,,,,,,,,,,,,,hello@mayhillhotel.com.ng,,,,,,,,,,,,,https://mayhillhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,3.3891462,6.6061732,node/13031519774,,,Paulson Hotel,,hotel,,,,,"Anibaba street opposite Oluwalogbon school, ketu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6742058,37.0885137,node/13154840009,,,The Editory by the Sea Lagos,,hotel,,,,,,+351 282 119 260,https://www.editoryhotels.com/by-the-sea-lagos/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7031074,37.1144499,node/13479192076,,,Casa Monte Cristo Apartments,,hotel,,,,,,,,,,,Casa Monte Cristo Collection,,,,,theteam@casamontecristo.com,,,,,Casa Monte Cristo Limited,,,+351 934 633 856,,,,,https://casamontecristo.com/,,Q137858751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7024208,37.1143879,node/13479192077,,,Casa Monte Cristo Too,,hotel,,,,,,,,,,,Casa Monte Cristo Collection,,,,,theteam@casamontecristo.com,,,,,,,,+351 934 633 856,,,,,https://casamontecristo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7019679,37.1135232,node/13479192078,,,Casa Monte Cristo Tres,,hotel,,,,,,,,,,,Casa Monte Cristo Tres,,,,,theteam@casamontecristo.com,,,,,,,,+351 934 633 856,,,,,https://casamontecristo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7046972,37.1145198,node/13479197250,,,Casa Monte Cristo IV,,hotel,,,,,,,,,,,Casa Monte Cristo Collection,,,,,theteam@casamontecristo.com,,,,,,,,+351 934 633 856,,,,,https://casamontecristo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.7044056,37.1150085,node/13479197251,,,Casa Monte Cristo Cinco,,hotel,,,,,,,,,,,Casa Monte Cristo Collection,,,,,theteam@casamontecristo.com,,,,,,,,+351 934 633 856,,,,,https://casamontecristo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villa
Point,-8.7038953,37.115793,node/13479197252,,,Casa Monte Cristo Seis,,hotel,,,,,,,,,,,Casa Monte Cristo Collection,,,,,theteam@casamontecristo.com,,,,,,,,+351 934 633 856,,,,,https://casamontecristo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point,-8.6720092,37.1017359,node/13931427656,,2026-06-12,Agua Hotels Lagos Bay,,hotel,,,,,Rua 25 de Abril 1974,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
